round,age,criminal_cases,assets_cr,liabilities_cr,campaign_spending_cr,social_media_followers,speech_sentiment,popularity_score,historical_win_rate,total_votes,vote_surge_score,constituency_volatility,independent_candidate_count,voter_turnout,urban_voter_ratio,postal_vote_ratio,anomaly_score,strategic_manipulation_score,bot_activity_flag,fake_news_score,cyber_attack_risk,booth_capture_risk,deepfake_propagation_score,suspicious_timing_index,vote_injection_risk,adversarial_pressure,strategic_polarization_index,influence_network_strength,vote_change_per_round,late_round_surge,sequential_risk_score,network_failure_count,power_outage_risk,time_between_updates_hr,server_delay_s,attack_response_score,fraud_label
1.0,3.7376696182833684,2.1972245773362196,0.9631743177730056,0.5481214085096876,0.3074846997479606,11.971950297172706,0.6287,0.4969,0.6354,11.806549846877639,0.1497,0.3761,3.0,0.8036,0.6433,0.0027,0.231,0.1943,0.0,0.0832,0.2705,0.3755,0.1334,0.1656,0.1352,0.0,0.2616,0.0615,-0.0016,0.0,0.1316,2.0,0.0459,0.49333333333333335,0.2871,0.0,0
3.0,3.713572066704308,1.6094379124341003,1.5062971535145868,0.7793248768009976,0.3784364357202451,9.42706335548747,0.0,0.4814,0.6538,11.142253011387643,0.0251,0.4307,2.0,0.6567,0.2899,0.0166,0.2222,0.2312,0.0,0.2831,0.3776,0.4647,0.1673,0.1456,0.1722,0.0182,0.1679,0.0606,-0.0012,0.0,0.1548,3.0,0.2374,1.6400000000000001,0.271,0.0,1
2.0,4.02535169073515,0.0,0.5653138090500605,0.20701416938432615,0.12221763272424921,9.830809327038143,0.7708,0.7614,0.5862,10.988372720584238,0.0484,0.0149,8.0,0.6344,0.7062,0.0672,0.2977,0.3251,1.0,0.537,0.2764,0.2697,0.5845,0.1519,0.0995,0.0515,0.2607,0.0955,-0.0072,0.0,0.1821,1.0,0.2115,0.18000000000000002,0.1643,0.0,0
2.0,4.04305126783455,0.6931471805599453,1.4350845252893227,0.7466879474879752,0.4510756193602167,8.894121641382213,0.8109,0.6707,0.5755,12.133087888487962,0.0921,0.1772,5.0,0.7472,0.4795,0.1857,0.3848,0.483,1.0,0.6332,0.4156,0.4559,0.6819,0.1692,0.3295,0.1137,0.2707,0.1202,-0.0118,0.0,0.2276,2.0,0.2237,0.6649999999999999,0.2454,0.0,0
2.0,3.6888794541139363,0.0,1.5769147207285403,0.49469624183610705,0.0,7.803843303538772,0.3892,0.471,0.3439,10.809788552780915,0.0263,0.0943,3.0,0.6479,0.2701,0.0112,0.1376,0.1655,0.0,0.0,0.2677,0.3414,0.0565,0.1082,0.1299,0.8391,0.5029,0.4598,-0.025,0.0,0.0862,1.0,0.1085,1.8766666666666665,0.09670000000000001,1.0,0
2.0,3.8501476017100584,0.0,0.4382549309311553,0.173953307123438,0.0295588022415444,10.709427560571196,0.4458,0.4233,0.2571,10.706497597951318,0.1487,0.2358,7.0,0.5551,0.6738,0.0101,0.3182,0.3651,1.0,0.4321,0.3515,0.2321,0.607,0.2059,0.1135,0.0643,0.2101,0.0894,-0.0066,0.0,0.2565,3.0,0.1214,1.1566666666666667,0.286,0.0,0
3.0,3.8918202981106265,0.0,3.364187556028255,1.9300710850255671,2.0881534822818573,9.438272440022189,0.2185,0.4685,0.3608,11.896976247694319,0.0641,0.4302,5.0,0.6316,0.2826,0.0966,0.1982,0.1999,0.0,0.0,0.5805,0.3805,0.1563,0.2238,0.0999,0.2091,0.1585,0.0603,0.048,0.0,0.1406,5.0,0.4186,5.616666666666666,0.317,0.0,1
2.0,4.007333185232471,0.0,3.1179499062782403,2.306577114263583,1.9810014688665833,11.124980970580053,0.3878,0.5423,0.1712,11.502844825627278,0.1715,0.1303,7.0,0.827,0.5642,0.0671,0.4069,0.4838,1.0,0.739,0.6653,0.5158,0.7435,0.2812,0.1959,0.1667,0.294,0.1433,-0.0842,0.0,0.265,5.0,0.4859,0.4716666666666667,0.33,0.0,0
7.0,4.127134385045092,1.0986122886681096,0.7701082216960736,0.3920420877760237,0.20701416938432615,8.725669705687043,0.7016,0.6944,0.7396,10.246722584108158,0.1511,0.1321,3.0,0.5256,0.3946,0.3825,0.2862,0.399,0.0,0.2715,0.4053,0.3891,0.148,0.5204,0.5227,0.7789,0.6451,0.2959,-0.0333,0.0645,0.2913,0.0,0.1065,0.7016666666666667,0.1778,-1.0,1
7.0,3.828641396489095,0.0,1.1249295969854831,0.7371640659767197,0.1906203596086497,11.84213568255922,0.3758,0.4839,0.3575,11.665895448049325,0.0918,0.2477,5.0,0.5855,0.5912,0.0855,0.3097,0.326,0.0,0.2973,0.5685,0.4127,0.1914,0.5521,0.1777,0.1653,0.2617,0.0989,0.0165,0.0086,0.3416,1.0,0.1429,1.715,0.2454,0.0,0
4.0,3.7612001156935624,1.3862943611198906,0.11332868530700317,0.04879016416943201,0.0295588022415444,7.539027055823995,0.4,0.5023,0.2491,10.537521468603567,0.0718,0.1763,5.0,0.7297,0.4851,0.2122,0.1989,0.3259,0.0,0.262,0.4401,0.3797,0.1512,0.1786,0.3022,0.6693,0.5791,0.1696,0.0358,0.0,0.1407,1.0,0.1124,0.4233333333333333,0.1763,1.0,0
7.0,4.04305126783455,0.0,0.36464311358790924,0.039220713153281295,0.11332868530700317,11.212374272809084,0.2364,0.4475,0.4417,11.2928148097734,0.0433,0.1006,3.0,0.6541,0.6976,0.0805,0.1987,0.1866,0.0,0.283,0.3279,0.4392,0.1449,0.4812,0.087,0.0695,0.1276,0.0,0.0063,0.0812,0.198,1.0,0.1312,0.305,0.31760000000000005,0.0,0
7.0,3.6888794541139363,1.0986122886681096,0.2776317365982795,0.15700374880966475,0.08617769624105233,9.337677620437377,0.58,0.6033,0.5858,11.103497515166799,0.1131,0.2618,3.0,0.6335,0.5201,0.0091,0.2396,0.2055,0.0,0.1116,0.2253,0.2543,0.0851,0.4571,0.1406,0.0991,0.1574,0.1122,0.0226,0.0157,0.2603,1.0,0.1094,0.6799999999999999,0.2073,0.0,0
3.0,4.007333185232471,0.6931471805599453,0.43178241642553783,0.07696104113612832,0.14842000511827327,10.512736686478211,0.5925,0.6714,0.3896,11.927687224983487,0.0903,0.168,6.0,0.7607,0.2496,0.1092,0.1858,0.1686,0.0,0.223,0.2653,0.4079,0.1455,0.1311,0.1249,0.0316,0.0833,0.0427,0.0137,0.0,0.1146,3.0,0.0716,0.8266666666666667,0.2392,0.0,0
3.0,3.8501476017100584,0.6931471805599453,1.7101878155342436,0.9631743177730056,0.8372475245337022,8.066521490469993,0.3198,0.5103,0.2753,11.64797195924836,0.1064,0.0125,5.0,0.7001,0.3372,0.1404,0.2094,0.298,0.0,0.3363,0.4999,0.4318,0.1665,0.2865,0.2651,0.0,0.1809,0.0669,0.0503,0.0,0.1483,3.0,0.107,1.7583333333333333,0.2396,0.0,0
7.0,4.418840607796598,0.0,0.32208349916911333,0.07696104113612832,0.0,9.76789689822978,0.4399,0.4367,0.441,11.017694280077595,0.015,0.3763,4.0,0.6714,0.5567,0.0994,0.3182,0.2433,0.0,0.3364,0.6415,0.3182,0.2453,0.5611,0.1146,0.1595,0.1983,0.0,-0.0154,0.0083,0.323,3.0,0.2128,2.1983333333333333,0.5943999999999999,0.0,0
4.0,3.912023005428146,0.0,1.599387576580599,0.5007752879124893,0.6729444732424258,11.547877464732084,0.9093,0.8084,0.3835,10.91795707309181,0.0543,0.175,5.0,0.7226,0.108,0.089,0.2957,0.3108,1.0,0.4691,0.272,0.2272,0.6497,0.1519,0.0892,0.8816,0.5935,0.4094,-0.0397,0.0,0.2358,2.0,0.598,0.35833333333333334,0.36610000000000004,1.0,1
2.0,3.9318256327243257,0.0,1.6331544390514163,0.3852624007906449,0.8109302162163288,10.732803270395877,0.4583,0.6641,0.2332,10.794583545775726,0.1664,0.4081,8.0,0.51,0.4695,0.1357,0.1975,0.2244,0.0,0.2374,0.3652,0.4766,0.1347,0.1963,0.1534,0.6786,0.4439,0.073,-0.0112,0.0,0.1334,3.0,0.4218,0.495,0.2831,-1.0,0
5.0,3.9318256327243257,0.6931471805599453,1.5686159179138452,0.0,0.33647223662121295,10.862301231490173,0.3983,0.5491,0.3548,10.906597976362843,0.1022,0.0999,7.0,0.7568,0.545,0.1191,0.2049,0.2131,0.0,0.1527,0.1562,0.3208,0.0356,0.4464,0.18,0.8673,0.6402,0.1694,-0.0578,0.0575,0.2319,1.0,0.2893,0.3983333333333333,0.1906,-1.0,0
2.0,4.204692619390966,0.6931471805599453,0.3987761199573678,0.0,0.15700374880966475,11.648880169002434,0.5428,0.602,0.3061,10.919931264360121,0.0623,0.2838,4.0,0.6495,0.2853,0.1214,0.1432,0.1892,0.0,0.1749,0.305,0.3777,0.0,0.115,0.1761,0.6541,0.4001,0.2866,0.0035,0.0,0.0908,1.0,0.0721,0.385,0.0,-1.0,0
2.0,4.0943445622221,1.3862943611198906,1.1817271953786161,0.7514160886839212,0.15700374880966475,8.631592731724734,0.6778,0.5423,0.6391,12.000554107132016,0.0352,0.1836,6.0,0.6642,0.2651,0.1402,0.2405,0.361,0.0,0.291,0.5682,0.5077,0.1956,0.2346,0.1988,0.1325,0.1988,0.1444,-0.0415,0.0,0.1532,2.0,0.1917,0.18833333333333335,0.36310000000000003,0.0,0
2.0,4.02535169073515,1.6094379124341003,2.3960754360813845,1.2267122912954256,1.5953389880545987,11.280249120621802,0.6378,0.5721,0.4473,11.941077924443162,0.0847,0.0351,3.0,0.7501,0.3514,0.0993,0.1218,0.2222,0.0,0.1331,0.3026,0.2599,0.0635,0.1736,0.1292,0.6516,0.4114,0.0995,0.0024,0.0,0.1006,0.0,0.1488,0.6266666666666667,0.21969999999999998,-1.0,0
2.0,4.04305126783455,0.0,0.44468582126144574,0.039220713153281295,0.1310282624064041,11.300944380862129,0.9033,0.7787,0.5712,12.216982911537734,0.1178,0.5212,5.0,0.7894,0.402,0.1033,0.4471,0.4225,1.0,0.618,0.4267,0.5618,0.7028,0.2335,0.1876,0.6038,0.4599,0.0965,-0.0503,0.0,0.3019,0.0,0.2169,0.9716666666666666,0.3521,1.0,0
1.0,3.6109179126442243,0.0,2.149433913499871,0.9477893989335261,1.1216775615991057,8.146129510025405,0.47,0.5802,0.2259,11.067325626121946,0.0519,0.5188,2.0,0.7157,0.2618,0.0312,0.2487,0.2579,0.0,0.1533,0.6005,0.4774,0.2252,0.1985,0.0844,0.0602,0.1846,0.069,0.0587,0.0,0.142,2.0,0.1252,1.605,0.3217,0.0,0
6.0,4.007333185232471,0.0,2.256541154492639,1.7404661748405044,1.4586150226995167,10.690261678874698,0.8252,0.8211,0.5376,11.728673738501374,0.0782,0.1681,5.0,0.5996,0.3575,0.0278,0.2574,0.2054,0.0,0.1957,0.2838,0.4535,0.1068,0.4551,0.1361,0.127,0.1786,0.0574,-0.0434,0.0638,0.2528,1.0,0.0496,0.9483333333333334,0.16519999999999999,0.0,0
2.0,4.07753744390572,0.0,0.8878912573524571,0.23111172096338664,0.0,8.61794309451638,0.6209,0.617,0.4724,12.602799687695052,0.0272,0.0767,2.0,0.6476,0.1535,0.0792,0.2696,0.3448,1.0,0.5123,0.1994,0.349,0.5973,0.0898,0.1082,0.8866,0.5563,0.3109,0.0081,0.0,0.1754,3.0,0.3203,0.365,0.15990000000000001,1.0,0
1.0,3.9318256327243257,1.3862943611198906,2.1972245773362196,0.6729444732424258,1.169381359556317,10.91202924411439,0.4526,0.5152,0.6255,11.42495726673675,0.0435,0.6313,4.0,0.63,0.333,0.0416,0.3885,0.3814,1.0,0.4823,0.3313,0.4605,0.6321,0.1203,0.1387,0.6414,0.4878,0.236,0.0291,0.0,0.1511,3.0,0.2289,1.8783333333333334,0.312,1.0,0
1.0,4.143134726391533,0.0,1.5912739418064292,0.13976194237515868,0.3987761199573678,9.817820725779036,0.2441,0.4816,0.2454,11.618635919392343,0.0172,0.2331,4.0,0.6667,0.6331,0.1399,0.1777,0.2351,0.0,0.2166,0.2756,0.5467,0.1195,0.109,0.1798,0.721,0.5348,0.2939,-0.0399,0.0,0.1258,0.0,0.2804,1.7883333333333333,0.4584,1.0,0
4.0,4.007333185232471,1.0986122886681096,0.5709795465857378,0.4054651081081644,0.12221763272424921,9.555984701765809,0.3963,0.4499,0.3946,11.631472653032224,0.0745,0.322,3.0,0.7459,0.5492,0.0346,0.206,0.2249,0.0,0.2446,0.4043,0.4575,0.1498,0.1495,0.1187,0.7953,0.5319,0.2739,-0.044,0.0,0.1731,3.0,0.1616,1.6283333333333334,0.4058,-1.0,0
7.0,4.110873864173311,0.0,2.5257286443082556,1.5238800240724537,0.7884573603642702,10.940401726734022,0.5661,0.6049,0.4814,10.841422352468154,0.0482,0.0617,5.0,0.6447,0.3158,0.0201,0.3066,0.3578,0.0,0.4446,0.7931,0.4239,0.3089,0.6072,0.1617,0.8857,0.6617,0.2973,0.032,0.1108,0.3548,1.0,0.1933,0.6733333333333333,0.7497999999999999,1.0,1
1.0,4.02535169073515,1.6094379124341003,1.1817271953786161,0.41871033485818504,0.16551443847757338,8.59378379357795,0.2568,0.3756,0.4212,11.387328227810965,0.0551,0.2804,2.0,0.7232,0.2843,0.0047,0.1736,0.1819,0.0,0.1779,0.2598,0.2467,0.0964,0.191,0.0878,0.0567,0.1168,0.0566,0.0,0.0,0.0919,1.0,0.1234,1.02,0.1512,0.0,1
1.0,4.189654742026425,0.0,2.8701690505786455,2.0399207835175526,1.9487632180377197,11.132455362751363,0.2655,0.5627,0.4281,11.553731459362481,0.0824,0.1589,2.0,0.7463,0.4837,0.0643,0.1656,0.1833,0.0,0.2185,0.3515,0.2923,0.1431,0.1258,0.1482,0.0733,0.1293,0.0571,0.0555,0.0,0.0804,1.0,0.2189,0.6916666666666667,0.19419999999999998,0.0,0
3.0,4.060443010546419,0.0,1.1346227261911428,0.8197798314933114,0.2468600779315258,10.626848660502082,0.4769,0.5931,0.4309,10.643399037071958,0.1608,0.0594,8.0,0.8232,0.3675,0.1477,0.1716,0.2466,0.0,0.2468,0.3379,0.3245,0.1378,0.1908,0.1992,0.0559,0.1904,0.0786,0.0541,0.0,0.1577,0.0,0.3068,1.3900000000000001,0.1692,0.0,0
4.0,3.5553480614894135,0.0,1.6733512381777533,0.8796267475025636,0.29266961396282,9.909121651153221,0.4963,0.599,0.2098,12.103109254472068,0.089,0.0475,6.0,0.7587,0.4848,0.0041,0.1388,0.2143,0.0,0.1921,0.2158,0.401,0.0626,0.1276,0.1364,0.7601,0.536,0.5159,-0.0179,0.0,0.1388,2.0,0.1189,1.52,0.15030000000000002,-1.0,1
2.0,4.127134385045092,0.0,0.5068176023684519,0.019802627296179712,0.20701416938432615,9.844957610345725,0.5028,0.69,0.2865,11.161877516896627,0.049,0.2983,8.0,0.626,0.4844,0.0899,0.1759,0.2367,0.0,0.2615,0.3652,0.3385,0.0,0.1572,0.1274,0.6416,0.5266,0.0886,-0.0098,0.0,0.1517,0.0,0.0828,1.335,0.24209999999999998,-1.0,0
2.0,4.174387269895637,0.6931471805599453,0.8241754429663495,0.31481073984003355,0.2151113796169455,10.241494325439769,0.4967,0.5985,0.2285,12.486503491267761,0.2612,0.3803,2.0,0.8981,0.4651,0.0075,0.3303,0.2812,1.0,0.4381,0.2553,0.3644,0.5822,0.172,0.1765,0.7671,0.5793,0.2492,-0.0304,0.0,0.2098,1.0,0.1135,0.765,0.1352,1.0,1
3.0,3.8712010109078907,0.0,2.5603232890727545,1.7334238922150915,0.0,9.971473250327222,0.3385,0.5389,0.1097,12.127959741254339,0.0689,0.1301,0.0,0.709,0.1997,0.0598,0.2214,0.3277,0.0,0.3499,0.5939,0.506,0.1695,0.2009,0.172,0.0932,0.195,0.0911,-0.0264,0.0,0.1559,5.0,0.3057,2.3366666666666664,0.2816,0.0,0
2.0,3.9512437185814275,0.0,2.1529243184396396,1.0612565021243408,1.007957920399979,11.903554392543397,0.7891,0.7534,0.2729,11.386534234892503,0.1454,0.3229,7.0,0.8085,0.5472,0.0482,0.3606,0.4046,1.0,0.5304,0.2967,0.4632,0.6458,0.1501,0.1699,0.0812,0.2414,0.1105,0.1066,0.0,0.2353,2.0,0.3385,1.365,0.4066,0.0,1
7.0,4.0943445622221,1.791759469228055,1.2149127443642704,0.30010459245033805,0.5933268452777344,9.641148287756142,0.5302,0.4985,0.3022,10.580124180969083,0.0663,0.1916,3.0,0.6097,0.4037,0.1269,0.4326,0.4213,1.0,0.5847,0.4374,0.3584,0.6885,0.5091,0.2077,0.0393,0.2074,0.0867,-0.0131,0.0978,0.4793,2.0,0.1294,0.3766666666666667,0.4487,0.0,0
1.0,3.9889840465642745,2.302585092994046,1.5871923034867808,1.1474024528375417,0.41871033485818504,9.13356731317027,0.3335,0.3653,0.0837,10.899568652556571,0.1918,0.0553,6.0,0.4799,0.2714,0.1189,0.1865,0.2815,0.0,0.2799,0.3429,0.5026,0.1474,0.2165,0.2051,0.6416,0.4181,0.3688,-0.0129,0.0,0.1073,2.0,0.0617,0.22333333333333333,0.4796,1.0,0
2.0,3.9889840465642745,0.0,0.6523251860396903,0.2468600779315258,0.09531017980432487,11.052095627525478,0.0,0.4808,0.8173,11.133215819061775,0.0373,0.3106,3.0,0.6825,0.3932,0.1257,0.1571,0.1748,0.0,0.2037,0.268,0.458,0.0823,0.1128,0.1539,0.0621,0.2523,0.0772,-0.0318,0.0,0.107,1.0,0.5674,0.4083333333333333,0.1009,0.0,1
6.0,4.330733340286331,0.6931471805599453,1.4182774069729414,0.1310282624064041,0.37156355643248307,10.576278952838999,0.347,0.4331,0.3018,10.636264016619267,0.0405,0.0773,4.0,0.6344,0.7366,0.0574,0.4068,0.3968,1.0,0.456,0.4333,0.3308,0.6153,0.497,0.145,0.1086,0.2164,0.1093,0.008,0.0878,0.3817,1.0,0.1361,0.4216666666666667,0.224,0.0,0
6.0,3.9512437185814275,0.0,0.46373401623214017,0.29266961396282,0.12221763272424921,8.227375506834035,0.7837,0.6277,0.5437,11.358818117537442,0.0194,0.357,4.0,0.6625,0.5943,0.147,0.3469,0.296,0.0,0.23,0.4465,0.9148,0.1875,0.5432,0.2054,1.0,0.7766,0.6683,0.0084,0.1773,0.3437,0.0,0.1534,1.0916666666666666,0.2379,1.0,1
1.0,3.9512437185814275,0.0,0.4700036292457356,0.009950330853168083,0.18232155679395462,10.385605012165374,0.4945,0.5665,0.1551,11.787484303230594,0.0355,0.1601,4.0,0.7092,0.6715,0.0578,0.349,0.41,1.0,0.5138,0.4157,0.4505,0.6664,0.1473,0.2148,0.6021,0.4772,0.1872,-0.0186,0.0,0.2101,3.0,0.1838,0.6283333333333334,0.3537,-1.0,0
7.0,3.9318256327243257,0.0,1.3887912413184778,0.33647223662121295,0.35065687161316933,9.64309634032025,0.7444,0.7918,0.5273,12.222998590119767,0.1159,0.2083,5.0,0.7661,0.2262,0.0651,0.4447,0.4488,1.0,0.6479,0.6619,0.3447,0.7093,0.5987,0.1655,0.824,0.6059,0.326,-0.007,0.0153,0.4579,1.0,0.1347,0.875,0.2856,1.0,0
5.0,3.9889840465642745,0.0,2.231089091288976,0.9593502213346021,0.0,11.245647146291441,0.5765,0.5836,0.4417,12.131623846070655,0.1219,0.4358,5.0,0.7671,0.3496,0.444,0.3664,0.3886,0.0,0.2756,0.3645,0.521,0.1339,0.5498,0.5758,0.1988,0.2829,0.2355,-0.0462,0.1348,0.3731,1.0,0.2701,1.1083333333333334,0.21680000000000002,0.0,1
2.0,3.828641396489095,0.0,0.18232155679395462,0.04879016416943201,0.04879016416943201,6.222576268071369,0.4532,0.4766,0.0871,11.223067694068813,0.0413,0.1134,9.0,0.6397,0.6369,0.0281,0.2004,0.2599,0.0,0.2857,0.6263,0.2613,0.1856,0.2368,0.1161,0.7104,0.5379,0.2335,-0.0006,0.0,0.1392,5.0,0.1765,0.745,0.2963,-1.0,1
3.0,4.110873864173311,0.6931471805599453,1.8825138324965192,1.3270750014599193,0.8960880245566356,7.566828479208331,0.8458,0.6214,0.5268,10.654243045716386,0.113,0.4698,5.0,0.7396,0.3578,0.026,0.2238,0.239,0.0,0.2019,0.3693,0.3066,0.0,0.2041,0.1573,0.7293,0.4851,0.273,0.0418,0.0,0.165,3.0,0.1004,3.4283333333333332,0.2292,1.0,0
2.0,3.5263605246161616,0.0,0.46373401623214017,0.06765864847381481,0.0,9.728360056322414,0.4758,0.653,0.361,12.584183685849323,0.1258,0.2315,2.0,0.7684,0.2418,0.0385,0.2091,0.2618,0.0,0.2262,0.4517,0.4602,0.1613,0.1976,0.1725,0.0692,0.1984,0.0709,-0.0038,0.0,0.1268,3.0,0.2757,0.9166666666666666,0.19569999999999999,0.0,0
1.0,4.04305126783455,0.6931471805599453,1.11514159061932,0.0,0.11332868530700317,11.708590927855763,0.2669,0.5498,0.2122,10.785600832608697,0.1512,0.0369,5.0,0.5389,0.2037,0.0484,0.0667,0.0971,0.0,0.0692,0.1743,0.1785,0.0,0.0987,0.1292,0.5292,0.3188,0.1881,0.0288,0.0,0.008,0.0,0.1327,1.0733333333333335,0.0,-1.0,0
2.0,4.07753744390572,0.0,1.5644405465033646,0.5481214085096876,0.18232155679395462,9.165447603085447,0.6377,0.5269,0.5006,11.20026740644827,0.1133,0.1595,3.0,0.5921,0.4876,0.1256,0.1696,0.214,0.0,0.2848,0.2747,0.3588,0.1171,0.1387,0.1705,0.7027,0.4723,0.3322,-0.0238,0.0,0.0919,1.0,0.0522,0.47,0.1545,-1.0,1
4.0,3.8918202981106265,2.302585092994046,1.943048916774281,1.0473189942805592,0.832909122935104,11.938271628671542,0.5974,0.4154,0.2179,11.282857998583195,0.0739,0.3128,6.0,0.7336,0.312,0.0785,0.1742,0.1801,0.0,0.1806,0.2816,0.4391,0.1115,0.132,0.1476,0.7133,0.5507,0.376,0.0098,0.0,0.1665,0.0,0.2343,1.5483333333333333,0.2346,-1.0,1
6.0,3.7376696182833684,0.0,0.0,0.32208349916911333,0.0,8.937875265329263,0.3654,0.5049,0.3138,11.060195778394762,0.1364,0.0681,2.0,0.7773,0.4408,0.1226,0.3752,0.3785,1.0,0.5162,0.2567,0.2787,0.6505,0.4927,0.2052,0.0412,0.1895,0.0739,0.0187,0.3984,0.4524,1.0,0.3081,0.515,0.3175,0.0,0
3.0,4.07753744390572,0.0,1.9329696377795786,0.7275486072772778,0.7975071958841881,11.575806363009429,0.1979,0.4911,0.2159,12.085293877143966,0.2219,0.2392,4.0,0.856,0.2431,0.1094,0.1647,0.1813,0.0,0.198,0.3559,0.2478,0.1216,0.202,0.1438,0.7428,0.4723,0.0574,0.0021,0.0,0.1124,1.0,0.1949,1.7950000000000002,0.4214,1.0,0
3.0,4.248495242049359,0.0,1.2296405510745139,0.46373401623214017,0.6418538861723948,12.242018772303643,0.7743,0.8544,0.2208,11.128952732200162,0.0745,0.2908,2.0,0.7261,0.8597,0.0523,0.4171,0.4626,1.0,0.6738,0.7468,0.4674,0.7467,0.2735,0.1772,0.1739,0.2917,0.0892,0.0082,0.0,0.3181,2.0,0.1374,0.8583333333333333,0.3399,0.0,1
3.0,3.258096538021482,0.0,0.3920420877760237,0.039220713153281295,0.09531017980432487,12.979854666110997,0.6389,0.7492,0.3594,12.334426281678939,0.1398,0.0521,1.0,0.5757,0.4905,0.0774,0.1176,0.2211,0.0,0.1961,0.2832,0.3334,0.0994,0.1358,0.1945,0.0,0.1218,0.0382,0.0545,0.0,0.0384,0.0,0.0691,0.21166666666666664,0.15209999999999999,0.0,1
5.0,4.127134385045092,0.0,0.76080582903376,0.15700374880966475,0.11332868530700317,10.387887062065596,0.1736,0.4483,0.1601,11.446614707682807,0.0274,0.2212,3.0,0.651,0.5046,0.0242,0.2192,0.1562,0.0,0.1454,0.2244,0.4256,0.0689,0.4626,0.079,0.7745,0.5577,0.0994,-0.0189,0.1357,0.203,3.0,0.0717,1.1700000000000002,0.08990000000000001,-1.0,0
5.0,4.1588830833596715,2.0794415416798357,1.0885619528146082,0.49469624183610705,0.0,8.177234885510194,0.4988,0.4126,0.3581,11.199515243945717,0.0293,0.1999,1.0,0.6746,0.5928,0.1179,0.212,0.177,0.0,0.0909,0.2004,0.2864,0.0252,0.4532,0.1588,0.8219,0.514,0.2787,-0.0306,0.0295,0.2088,1.0,0.1349,0.7383333333333333,0.16140000000000002,-1.0,0
2.0,3.7376696182833684,0.0,1.2947271675944,0.4382549309311553,0.13976194237515868,8.753687227098585,0.8273,0.6989,0.1612,10.837264505417558,0.1763,0.0618,4.0,0.5164,0.427,0.0472,0.3727,0.4571,1.0,0.5836,0.5514,0.4173,0.7176,0.2126,0.2082,0.7175,0.5151,0.4516,0.022,0.0,0.2921,3.0,0.1263,0.41000000000000003,0.26480000000000004,-1.0,1
4.0,4.219507705176107,0.0,1.3297240096314962,0.2468600779315258,0.7030975114131134,8.508354242749032,0.3223,0.6689,0.125,11.817162248886461,0.1238,0.1112,4.0,0.5875,0.1185,0.0157,0.1472,0.1965,0.0,0.2407,0.2562,0.3972,0.1175,0.1069,0.1456,0.0,0.4355,0.1703,-0.0573,0.0,0.1187,3.0,0.1577,0.2866666666666667,0.235,1.0,0
3.0,3.970291913552122,0.0,0.8796267475025636,0.12221763272424921,0.43178241642553783,8.719317375506371,0.447,0.5427,0.1302,11.195168990711622,0.0928,0.1188,4.0,0.5888,0.386,0.0478,0.1866,0.2712,0.0,0.2365,0.4129,0.5971,0.1664,0.1758,0.1728,0.6816,0.5361,0.2502,-0.0173,0.0,0.1565,1.0,0.0982,0.26999999999999996,0.21930000000000002,1.0,0
5.0,3.6109179126442243,1.0986122886681096,2.0014800002101243,0.7371640659767197,0.3435897043900769,9.164296433474776,0.3692,0.5066,0.6257,11.494028027865765,0.1107,0.0669,7.0,0.5684,0.3319,0.0648,0.2216,0.1661,0.0,0.1489,0.1624,0.3165,0.0432,0.4564,0.1142,1.0,0.6507,0.2585,0.0566,0.0178,0.2138,1.0,0.2683,0.23333333333333334,0.2556,1.0,1
1.0,4.02535169073515,1.0986122886681096,2.6789646202071133,1.2725655957915476,0.9820784724121581,7.231287004327616,0.6708,0.596,0.6942,11.398120490484402,0.1448,0.1313,3.0,0.5697,0.2916,0.0267,0.19,0.2578,0.0,0.218,0.3742,0.3528,0.1424,0.1954,0.1791,0.5828,0.3923,0.3294,-0.0207,0.0,0.0986,3.0,0.145,0.30333333333333334,0.0,-1.0,0
2.0,4.007333185232471,0.6931471805599453,0.9042181506398859,0.18232155679395462,0.16551443847757338,7.884576510596324,0.0,0.5333,0.151,10.884929118046289,0.0813,0.1487,2.0,0.6043,0.2653,0.04,0.1561,0.2269,0.0,0.1536,0.2557,0.4145,0.1366,0.0983,0.1379,0.8094,0.5446,0.2955,0.0122,0.0,0.0865,2.0,0.0437,2.466666666666667,0.2069,1.0,1
3.0,3.828641396489095,0.0,1.7334238922150915,0.7227059828014898,0.4252677354043441,9.549736900114642,0.3235,0.5343,0.2525,10.460299413138817,0.198,0.5671,8.0,0.8502,0.2337,0.0853,0.2145,0.1315,0.0,0.2009,0.1945,0.6169,0.0567,0.1545,0.1476,0.5039,0.3522,0.1013,-0.0477,0.0,0.157,0.0,0.1167,0.8516666666666667,0.2662,1.0,0
6.0,4.204692619390966,0.0,0.5822156198526637,0.2151113796169455,0.04879016416943201,11.289344317924972,0.5282,0.4719,0.5008,11.816660496431735,0.1114,0.1067,4.0,0.7608,0.5465,0.1032,0.3778,0.3432,1.0,0.5177,0.2577,0.2846,0.5789,0.5194,0.1877,0.7094,0.4847,0.2652,-0.0249,0.0334,0.3818,1.0,0.2697,0.6816666666666666,0.07890000000000001,-1.0,0
